"11ra -- Key figures on population by region, 1990-2024"

"Area","Information","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024"
"WHOLE COUNTRY","Population 31 Dec",5326314,5351427,5375276,5401267,5426674,5451270,5471753,5487308,5503297,5513130,5517919,5525292,5533793,5548241,5563970,5603851,5635971
